Brand,Series,,,Wattages,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
EVGA,B Series,B2,,750/850W,C,2014,,ATX,ATX 2.x,Full,Semi,B,LLC,SR,DC-DC,Super Flower,Golden Green,
,,B3,,450/550/650W,C-,2018,,ATX,ATX 2.x,Full,Semi,B,LLC,SR,DC-DC,Super Flower,Leadex Super Bronze Pro,OCP on 12V doesnt exist. OPP is set too high. Sleeve bearing fan.
,,,,750/850W,C-,2017,,ATX,ATX 2.x,Full,Semi,B,LLC,SR,DC-DC,Super Flower,Leadex Super Bronze Pro,Died after OPP testing. OTP claimed but not tested. Sleeve bearing fan. Failed 3.3V transient testing
,,B5,,550-850W,B,2022,,ATX,ATX 2.x,Full,Full,B,LLC,SR,DC-DC,HEC,Costdown GT,Inconclusive
,,BR,,450-700W,C-,2022,,ATX,ATX 2.x,Full,No,B,DF,PR,DC-DC,HEC,,"No OCP on 12V. High RMA rate due to MLCC cracks, similar to other HEC-built EVGA PSUs"
,,BT,,450W,D,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,RSY,,"Platform is an old Super Flower design, but is actually produced by RSY."
,,BP,,460-710W,C,2020,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,Andyson,Q8,
,,BQ,,500/600/700W,C,2018,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,Andyson,Q8,
,,,,650/750W,C,2018,,ATX,ATX 2.x,Full,Semi,B,DF,PR,DC-DC,HEC,,
,,,,850W,E,2016,,ATX,ATX 2.x,Full,Semi,B,DF,PR,DC-DC,HEC,,OCP either doesn't exist or is severely misconfigured per Aris' review. Very loud (50dBA under full load!)
,,BV,,450/500/600W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,HEC,,
,G Series,GE,,500-800W,B+,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
,,GD,2017 - V1,550/650W,B,2017,,ATX,ATX 2.x,Full,No,G,ACRF,SR,DC-DC,FSP,Raider II high-wattage,See notes under Series name for how to identify each version.
,,,2019 - R1/V1,500/600/700W,C,2019,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,FSP,Raider II (Hydro GE)-ish,
,,,2019 - B1,500/600/700W,B-,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,PAD07,
,,,2022 - R3,500/600/700W,B+,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,
,,,2022 - BC,500/600/700W,B+,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,
,N1,,,400-750W,F,2021,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,HEC,,"Malfunctioning safety protections, fire hazard (blows up), PPFC on 400W model."
,M1 (Mining),,,1300W,C,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,R8,
,SuperNOVA,FTW,,850/1000W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826,Tier A performance (albeit barely) but only a 3 year warranty since EVGA might go under.
,,G+ (G1+),,650/750W,B-,2018,,ATX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Raider II high-wattage-ish,PWR_OK signal doesn't function correctly. Poor transient response on the minor rails.
,,,,850/1000W,B,2018,,ATX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,G1/G1+ high-wattage,
,,,,1300-2000W,A*,2021,,ATX,ATX 2.x,230V,Full,G,LLC,SR,DC-DC,FSP,Modified FSP1650-57AZB?,"Not completely certain on platform, info is based on rear shots only. Potentially modified to reach 2kW."
,,GA,,550-850W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD01,"Double ball bearing fan and good build quality, but protections need tuning. Low overall performance."
,,GQ,,650/750W,C,2016,,ATX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Raider II high-wattage,
,,,,850/1000W,B,2016,,ATX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,G1/G1+ high-wattage,
,,GM,,450/550/650W,B,2019,,SFX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Custom,"Decent overall performance despite being ACRF on the primary side, double ball bearing fan."
,,,,750/850W,B,2021,,SFX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Custom,"Decent overall performance despite being ACRF on the primary side, FDB fan instead of DBB as in the lower wattage GM models."
,,G2,,550-850W,A,2014,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold,Old but gold (no pun intended.)
,,,,1000/1300W,A,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold GT,
,,,,1600W,A,2014,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold GTX,
,,G2L,,750/850W,A,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold,"Same internals as the original G2, but with white LEDs (yes, really.)"
,,G3,,550-1000W,A-,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III Gold,
,,G5,,650-1000W,B+,2019,,ATX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Upgraded G1+ high-wattage,
,,G6,,850/1000W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Custom (Focus GX heavily mod.),
,,,,650/750W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Custom (Focus GX heavily mod.),
,,G7,,650-1000W,A+,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Hydro PTM X Pro,
,,GT,,550-1000W,B-,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,HEC,Modified TPK,"High RMA rate due to MLCC cracks, similar to other HEC-built EVGA PSUs. Showed up on B-Stock in huge quantities for dirt cheap c. 2022."
,,,,1300W,B*,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,HEC,,
,,P+,,1300/1600W,B+,2022,,ATX,ATX 2.x,Full,Full,P,ACRF,SR,DC-DC,FSP,Upgraded G1+ high-wattage,Poor transient response on 3.3V.
,,P2,,650/750/850W,A,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Platinum,
,,,,1000/1200W,A,2014,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Platinum GT,
,,,,1600W,A,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Platinum GTX,
,,P3,,1000/1200W,B+*,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,HEC,Similar to RM-e 1000W?,"Limited information, internal shots are not detailed enough to confirm the degree of similarity."
,,P5,,650-1000W,B+,2021,,ATX,ATX 2.x,Full,Full,P,ACRF,SR,DC-DC,FSP,Upgraded G1+ high-wattage,Further upgrades over the G5 for Platinum efficiency.
,,P6,,850/1000W,A+,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Custom (Focus GX heavily mod.),
,,,,650/750W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Custom (Focus GX heavily mod.),
,,PQ,,750/850/1000W,B,2018,,ATX,ATX 2.x,Full,Semi,P,ACRF,SR,DC-DC,FSP,G1/G1+ high-wattage,
,,T2,,750/850/1000W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex Titanium GT,
,,,,1600W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex Titanium GTX,
,,XC,,850/1000W,B*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power?,,"No info, but only a 3 year warranty just like the FTW, since EVGA might go under."
,W Series,W1,,500/600/700W,F,2016,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,HEC,Costdown EVGA B1,Malfunctioning safety protections that cause the unit to experience catastrophic failure and blow up. Fire hazard.
,,W2,,500/600/700W,E,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,HEC,,
,,W3,,500/600/700W,E,2021,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Andyson,Costdown Z8,
,,,,,,,,,,,,,,,,,,
Fractal Design,Anode,,SFX,450W,C,2021,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,FSP,FSP450-50SAC,
,,,Bronze,550/650/750W,C,2022,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,High Power,NO-823F,
,ION,Platinum,Plus,560-860W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818,
,,,Plus 2,560-860W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818,
,,Gold,,550-850W,A-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-818,Cost-down Ion Platinum.
,,SFX,,500/650W,A,2019,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus SGX,
,,,,,,,,,,,,,,,,,,
FSP (Fortron/Sparkle),Aurum,Platinum (PT),,850/1000/1200W,B+,2014,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Aurum Platinum,Solid electrical performance (A tier) but nothing regarding protections has been tested. B+ until further notice.
,,S,,400-700W,E,2013,,ATX,ATX 2.x,Full,No,G,ACRF,SR,GR,FSP,,Not enough extensive testing.
,Dagger,,-,500/600W,B-,2017,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,,"Out of ATX spec ripple on 3.3V rail, fails 80+ Gold efficiency spec."
,,,Pro,550-850W,F,2021,,SFX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,,"Malfunctioning OCP on +12V line (voltage out of spec), poor transient response on minor rails, failed to meet 80+ Gold rating."
,,,Pro ATX 3.0,850W,B-*,2023,,SFX,ATX 3.x,Full,Full,G,ACRF,SR,DC-DC,FSP,Dagger Pro 3.0,Updated Pro? Will need proper review for proper tiering. White variants available. See here.
,Hexa,Plus (+),,400/500W,F,2014,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,FSP,,"Initial batches of the unit were shipped without the OCP chip, supposedly newer batches have this new fuse chip but yet confirmed."
,,85+,,350-650W,C*,2017,,ATX,ATX 2.x,Full,No,N,DF,SSR,DC-DC,FSP,Hexa 85+,Not enough extensive testing.
,,85+ Pro,,350-850W,C*,2019,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,FSP,,85+ refresh? No internal shots or performance data available as of now.
,Hydro,G,-,650/750/850W,B,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Hydro G,PWR_OK signal testing failed; mediocre load regulation and transient response on the minor rails.
,,,Pro,850/1000W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Modified Hydro G?,
,,,,650/750W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Modified Hydro G Pro,
,,,Pro ATX 3.0,850/1000/1200W,A,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,FSP,Hydro G ATX 3.0,
,,GD,,450/550/650W,C,2017,,ATX,ATX 2.x,Full,No,G,DF,SSR,DC-DC,FSP,Raider II,
,,GE,,450-850W,C,2016,,ATX,ATX 2.x,Full,Full,G,DF,SSR,DC-DC,FSP,Raider II,
,,GSM,Lite Pro,550/650/750W,C*,2020,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,FSP,GSM,Ball bearing fan. Not enough conclusive data.
,,,Pro,550/650/750W,C*,2020,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,FSP,GSM,China exclusive? Appears to be identical to the Lite Pro.
,,GT Pro,-,850/1000W,A,2022,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,FSP,Hydro G Pro,Fundamentally a Hydro G refresh. OTP isn't tested but platform is well reviewed with OTP working in similar configurations.
,,,ATX 3.0,850/1000W,A,2022,,ATX,ATX 3.x,Full,Semi,G,LLC,SR,DC-DC,FSP,Hydro G ATX 3.0,
,,K,-,500/600/700W,E,2015,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,FSP,Hydro Bronze,
,,,Pro,500-850W,C*,2018,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,FSP,,No performance data.
,,,Pro (ATX 3.0),750/850W,C*,2021,,ATX,ATX 3.x,230V,No,B,DF,SSR,DC-DC,FSP,K Pro-like?,"No performance data, most likely the K Pro made for ATX 3.0 compliancy."
,,M (Modular) PRO,,500-800W,C,2018,,ATX,ATX 2.x,230V,Semi,B,DF,SSR,DC-DC,FSP,,"Identical to the Hydro Pro, simply the semi modular variant."
,,MX,,550/650/750W,C,2016,,ATX,ATX 2.x,230V,Full,B,DF,SR,DC-DC,FSP,Raider II-ish,
,,PRO,,500-800W,C,2018,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,FSP,,
,,PTM,-,550/650/750W,A-,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM,"Fails EMI testing, 2 EPS connectors on one cable, minor rails are either failing or near failing with regards to transient response."
,,,Plus (+),850/1200W,B*,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM high-wattage?,2 year warranty; made to be liquid-cooled as part of a custom loop. No performance data.
,,PTM Pro,-,550/650/750W,B*,2020,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM Pro,No performance data.
,,,,850/1000/1200W,A-,2020,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM Pro high-wattage,"One EPS cable with two connections, transient response on the minor rails are very subpar, OCP needs tuning per Aris' testing."
,,,ATX 3.0,850/1000/1200W,A+,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.0,
,,,ATX 3.1,1350W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.1,
,,,,1650W,A+,2023,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.1,"Highly likely a similar platform to the PTM Pro ATX 3.0, OTP works in similar configurations (PTM Pro). Superb electrical performance."
,,PTM X Pro,-,850/1000W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,,"The base platform of the EVGA G7, which is well reviewed with protections working in similar configurations."
,,,ATX 3.0,850-1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,,Identical to the PTM X Pro made for ATX 3.0 compliancy.
,,S,,650/750W,B*,2016,,ATX,ATX 2.x,Full,No,S,ACRF,SR,DC-DC,FSP,Raider II,"Not enough conclusive data to tier it, only basic voltage regulation testing."
,,Ti Pro,,850/1000W,A+,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,FSP,,"Insane performer, extremely quiet, however the 850W model is discontinued."
,,X,,450/550/650W,B,2016,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,FSP,,
,,YD,,550/650W,C*,2016,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,FSP,,Possibly Korean exclusive.
,HV Pro,,,550/650W,C-,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,DC-DC,FSP,Raider II,No performance data although the platform is decently reviewed.
,Hyper,80+ Pro,,450-750W,C*,2019,,ATX,ATX 2.x,230V,No,W,ACRF,SSR,DC-DC,FSP,,Not enough conclusive data to effectively tier.
,,K,,500/600/700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,FSP,Hydro Bronze,"Lacks protections, not independently regulated."
,,M85+,,550/650W,C,2017,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,FSP,Raider II,Not enough conclusive data but platform is well reviewed.
,,S,,500/600/700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,FSP,Hydro Bronze,"Doesn't claim certain protections, old outdated platform."
,Mega Ti,,,1350/1650W,A,2025,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,FSP,Mega Ti,"Identical to the ASRock Taichi, however until further testing exists, it will not receive a ""+"" grade. See teardown here."
,Raider II,,,450/550W,C-,2016,,ATX,ATX 2.x,Full,No,S,DF,SR,DC-DC,FSP,Raider II,
,,,,650/750W,C-,2016,,ATX,ATX 2.x,Full,No,S,ACRF,SR,DC-DC,FSP,Raider II high-wattage,
,SFX Pro,,,350/450W,C,2021,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,FSP,FSP450-50SAC,
,Vita,,BD,550/650W,C*,2024,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,FSP,,No 12VHPWR. Could be cost-down GD. Sleeve bearing fan.
,,,,750/850W,C*,2024,,ATX,ATX 3.x,230V,No,B,DF,SR,DC-DC,FSP,,Has 12VHPWR. Claims ATX 3.1 compliance. See here. Could be cost-down GD. Sleeve bearing fan.
,,,GD,550/650W,C*,2023,,ATX,ATX 2.x,Full,No,G,,SR,DC-DC,FSP,,No 12VHPWR.
,,,,750/850W,C*,2023,,ATX,ATX 3.x,Full,No,G,,SR,DC-DC,FSP,,Has 12VHPWR. Claims ATX 3.1 compliance. See here.
,,,GM,650W,B+,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,,"Strong electrical performance, but with less expensive components and a rifle bearing fan."
,,,,750/850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,FSP,,
,,,,,,,,,,,,,,,,,,
G.Skill,MB,,Bronze (MB-B),650W,E,2021,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPM,
,,,Gold (MB-G),750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,Not suggested for use under 120VAC if you live in an area with frequent brownouts (see note under input range.)
,PS-G,,,750/850W,B*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT?,,No info
,PS-P,,,850/1250W,B*,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT?,,
,,,,,,,,,,,,,,,,,,
Galax,Omega,,GLX,850W,B*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-23B,No transient response testing found.
,,,,1000/1200W,B*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-27B,
,,,GLS,500/650W,C,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,HKC,ATX-41B,Sleeve bearing fan. No transient response testing found.
,Hall of Fame,,,850/1000/1300W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100,
,,,,,,,,,,,,,,,,,,
Gamdias,Astrape,E1,,550W,E,2018,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Andyson,M5,
,,M1,Bronze,650/750W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
,,,White,550/650W,E,2018,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Andyson,M5,
,,P1-G,,650/750W,C+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,F8,No OTP claimed.
,Cyclops,M1-B,,550/650/750W,E,2025,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Maxpower,,"Group regulated, more or less e-waste."
,,X1,,1200W,B,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Andyson,R8,
,Helios,E1,,500/600W,F,2021,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,"PPFC, extremely poor build quality and component quality; e-waste."
,,M1-B,,450/550W,E,2023,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,SANR,,
,,,,650/750W,E,2023,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
,,,,850W,C,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,SANR,S-D high-wattage,
,,P1-G,(OEM/SI),600/650W,B-,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,PAD07,Traditional thin circular fan grille.
,,,,600/650/750W,B+,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,Uses hexagonal (in a circular shape) and oblong fan grilles.
,,,(Retail),1000/1300W,A*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826B,
,,P1A-G,,650/750W,B+*,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,
,,,,850W,B+*,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-815,
,,P2-G,,750W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
,,,,850/1000W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,
,,,,1300W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826B,P1-G refreshed for ATX 3.1
,,M2,,550/650W,C,2024,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,High Power,HP1-M2BR-F12S,
,,,,750W,C,2024,,ATX,ATX 2.x,Full,No,S,DF,SR,DC-DC,High Power,HP1-N2BR-F12S,
,,,,850W,C,2024,,ATX,ATX 3.x,Full,No,S,DF,SR,DC-DC,High Power,HP1-N2BR-F12S,
,Kratos,E1,,500/600W,F,2020,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,"PPFC, extremely poor build quality and component quality; e-waste."
,,M1,,550-750W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
,,P1A-G,,650/750W,C,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,PAD07,Sleeve bearing fan.
,,P1-G,,650/750W,C,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,,
,,P2,,750-1200W,B*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ,
,,,,,,,,,,,,,,,,,,
Gamemax,All PSUs,,,,E,,,,,,,,,,,,,"Predatory/scam consumer practices, including providing rewards for 5-star reviews, and random platform swaps to significantly worse platforms with no difference in model number, branding, or marketing."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Gigabyte,Aorus Elite,,AE-PM PG5,850/1000W,A*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,MEIC,MN-P1KO-2171,"No performance or protections testing. Version 1.0 is ATX 3.0, Version 1.1 is ATX 3.1 to replace 12VHPWR with 12V-2x6."
,Aorus,P-W,AP-GM,750/850W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,GP-AP850GM,"Packaging is listed as AP-W, but model name is AP-GM."
,,,AP-PM,1200W,A*,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,MEIC,GP-AP1200PM,"Packaging is listed as AP-W, but model name is AP-PM."
,BH,,,700W,E,2016,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,CWT,GPK,
,P-B,,,450/550W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,MEIC,MN-P450-2119,
,,,,650W,C,2020,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,MEIC,MN-P083-BE03,
,PB,,,500W,E,2016,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,MEIC,MN-PXXX-6016,
,P-BS,,,750W,C*,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,MEIC?,,No info
,GH,,,750W,C,2016,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
,P-G,,-,650W,C*,2022,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,MEIC?,,No conclusive information. Worldwide?
,,,(US),650W,C*,2022,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,CE Link,PCFB-0650H-FA or PCK000B,"No conclusive information. Made in Vietnam, variant is likely only for the US/NA market."
,P-GM,,Rev. 1 (Explosive),750/850W,F,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,Widespread failures due to explosive FETs from bad board design. See serial number range in notes for affected units.
,,,Rev. 2 (Fixed),750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,"No external visual difference, PCB underwent slight revision, poor 3.3v transient response."
,,,-,1000W,C*,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P1KO-2141,"Allegedly not affected by the bad FET design, however, no proper testing exists to confirm this."
,P-SS,,,550/650W,C*,2024,,ATX,ATX 2.x,230V,No,S,LLC,SR,DC-DC,XHY,2401,"Not enough extensive testing; platform is unknown but looks similar to the Cougar GEC, which uses a costdown 2008 platform."
,PW,,,400W,E,2018,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,MEIC,MN-PXXX-6016,
,Ultra Durable,UD-GM,-,750/850W,B+,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,"Updated version of the P-GM. Decent overall performance, but component quality leaves a bit to be desired (especially the fan.)"
,,,,1000W,C+*,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P1KO-2141,Seemingly discontinued for the UD1000GM PG5.
,,,A,750/850W,C+*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC?,,"Oblong, more restrictive fan grille over the base UD-GM, 0 RPM ""Smart Fan"" button. Renders show it to be on a different platform from UD-GMs."
,,,A-PG5,850W,C+*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC?,,
,,,"PG5
(""Rev 1.0"")",750/850W,C+*,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,,
,,,,1000W,C+,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P1KO-2141,"Numerous minor issues, failed ATX 3.0 transient response testing, poor build quality."
,,,,1300W,B*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,GP-UD1300GM PG5,
,,,"PG5 V2
(""Rev 2.0"")",850W,C+*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,~UD-GM,"See here. Very limited information, but rifle bearing Yate Loon fans are still in use (and the curve is configured to let them get very loud.)"
,,,,1000W,C+*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P1KO-2141,Cheaper MOSFETs from the rev. 1 PG5. Similar pattern w/ transient response as the rev. 1 UD-GM PG5.
,,,,1300W,B*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,,
,,UD-PM AI TOP,,1600W,A*,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,XHY,Custom?,"Need more data before tiering, but the platform is definitely not an off-the-shelf model. Claims to be ""AI ready"" (whatever that means.)"
,,,,,,,,,,,,,,,,,,
